Customer id,Monetary,Frequency,Recency,Monetary_log,R_score,F_score,M_score,RFM_score,RFM_numeric,segment,cluster
C01099,2214.43,3,32,7.703201794563774,5,3,1,531,531,Other,1
C01100,16742.38,5,76,9.725758235251073,4,5,4,454,454,Champions,0
C01101,20699.32,6,338,9.93790443807117,1,5,5,155,155,Frequent but at risk,0
C01102,16672.89,3,204,9.721599301851521,2,3,4,234,234,Other,0
C01103,14923.970000000001,4,76,9.610790928208532,4,4,4,444,444,Champions,0
C01104,10003.94,3,142,9.210834249998353,3,3,3,333,333,Loyal,0
C01105,24887.16,5,85,10.122147467357838,4,5,5,455,455,Champions,0
C01106,9497.07,2,405,9.158843899054535,1,2,3,123,123,Other,1
C01107,7230.47,4,309,8.886197613988276,1,4,2,142,142,Frequent but at risk,1
C01108,12678.47,2,254,9.447739429010396,2,2,3,223,223,Other,0
C01109,13356.6,4,240,9.499840790234748,2,4,3,243,243,Frequent but at risk,0
C01111,16865.440000000002,6,156,9.733081127781968,3,5,4,354,354,Loyal,0
C01112,1885.38,2,276,7.542414927521644,2,2,1,221,221,At Risk / Churn,1
C01113,7264.33,3,200,8.890868998234994,2,3,2,232,232,Other,1
C01114,23832.61,6,50,10.07885204833822,4,5,5,455,455,Champions,0
C01115,4051.42,4,73,8.307069512514298,4,4,1,441,441,Other,0
C01116,5772.88,1,472,8.661099577187379,1,1,2,112,112,At Risk / Churn,1
C01117,7592.98,3,26,8.935111107130128,5,3,2,532,532,Other,0
C01118,13336.220000000001,4,213,9.498313901950093,2,4,3,243,243,Frequent but at risk,0
C01119,5221.57,2,90,8.560744896883259,4,2,2,422,422,New / Promising,1
C01120,27944.12,5,216,10.2379978658438,2,5,5,255,255,Frequent but at risk,0
C01121,19157.99,7,12,9.860527336147946,5,5,5,555,555,Champions,0
C01122,2061.28,2,97,7.631567445852876,4,2,1,421,421,New / Promising,1
C01123,11977.61,3,21,9.390877838226636,5,3,3,533,533,Loyal,0
C01124,6270.03,2,125,8.743695894457586,3,2,2,322,322,Other,1
C01125,27230.56,8,15,10.212131873780757,5,5,5,555,555,Champions,0
C01126,10038.119999999999,3,328,9.214244740001897,1,3,3,133,133,Other,1
C01127,29499.82,7,83,10.292173338551763,4,5,5,455,455,Champions,0
C01128,11783.9,3,36,9.374574329971482,5,3,3,533,533,Loyal,0
C01129,36091.6,6,265,10.493843137158855,2,5,5,255,255,Frequent but at risk,0
C01130,231.25,1,319,5.447814377693948,1,1,1,111,111,At Risk / Churn,1
C01131,3002.92,4,5,8.007673381370955,5,4,1,541,541,Other,1
C01132,9904.710000000001,2,175,9.2008666375329,3,2,3,323,323,Other,0
C01133,14133.560000000001,2,59,9.556378141238524,4,2,4,424,424,New / Promising,0
C01134,20313.79,5,112,9.919104471179129,3,5,5,355,355,Loyal,0
C01135,3002.83,3,124,8.007643420070965,3,3,1,331,331,Other,1
C01136,5996.38,2,141,8.699077986176873,3,2,2,322,322,Other,1
C01137,22744.510000000002,3,450,10.032123042263166,1,3,5,135,135,Other,0
C01138,22300.45,4,109,10.01240697775587,3,4,5,345,345,Loyal,0
C01139,13778.18,5,50,9.53091403626586,4,5,4,454,454,Champions,0
C01140,310.22,1,711,5.740500057591364,1,1,1,111,111,At Risk / Churn,1
C01141,30430.239999999998,4,223,10.323224991321386,2,4,5,245,245,Frequent but at risk,0
C01142,9376.44,4,45,9.146062083641786,5,4,3,543,543,Loyal,0
C01143,25518.239999999998,4,110,10.147187956451013,3,4,5,345,345,Loyal,0
C01144,7640.34,2,387,8.941328259451227,1,2,2,122,122,At Risk / Churn,1
C01145,7711.1900000000005,2,142,8.950557472916358,3,2,2,322,322,Other,0
C01146,10934.02,2,43,9.29972576209868,5,2,3,523,523,New / Promising,0
C01147,5411.51,2,249,8.596468219884096,2,2,2,222,222,At Risk / Churn,1
C01148,5417.2,2,616,8.597518935954138,1,2,2,122,122,At Risk / Churn,1
C01149,8200.74,5,13,9.012101605864094,5,5,2,552,552,Other,0
C01150,19037.53,6,163,9.854220099482475,3,5,4,354,354,Loyal,0
C01151,10436.96,2,474,9.253204440044263,1,2,3,123,123,Other,1
C01152,30391.2,8,62,10.321941275524935,4,5,5,455,455,Champions,0
C01153,23187.23,4,18,10.051400101334012,5,4,5,545,545,Champions,0
C01154,15989.89,3,145,9.67977446406642,3,3,4,334,334,Loyal,0
C01155,4643.41,1,604,8.443419624881185,1,1,1,111,111,At Risk / Churn,1
C01156,8175.6900000000005,3,601,9.009042702228948,1,3,2,132,132,Other,1
C01158,11391.56,4,30,9.340715789746946,5,4,3,543,543,Loyal,0
C01159,26110.86,7,39,10.170144896229854,5,5,5,555,555,Champions,0
C01160,11448.01,3,174,9.345658542362159,3,3,3,333,333,Loyal,0
C01161,8804.13,4,235,9.083089785159759,2,4,3,243,243,Frequent but at risk,0
C01162,7244.91,2,3,8.888192450732012,5,2,2,522,522,New / Promising,0
C01163,2992.04,1,374,8.004044872280602,1,1,1,111,111,At Risk / Churn,1
C01164,21878.94,5,28,9.99332551430181,5,5,5,555,555,Champions,0
C01165,5942.79,3,332,8.690102256029204,1,3,2,132,132,Other,1
C01166,15937.58,2,96,9.67649786431074,4,2,4,424,424,New / Promising,0
C01167,3595.13,3,213,8.187613546217268,2,3,1,231,231,Other,1
C01168,11929.55,4,13,9.386857616292486,5,4,3,543,543,Loyal,0
C01169,19204.2,6,13,9.86293635468048,5,5,5,555,555,Champions,0
C01170,18017.94,9,206,9.799178705902746,2,5,4,254,254,Frequent but at risk,0
C01171,2208.26,4,172,7.700412896810864,3,4,1,341,341,Other,1
C01172,7723.879999999999,2,197,8.95220156766471,2,2,2,222,222,At Risk / Churn,1
C01173,30872.43,7,74,10.337651222434934,4,5,5,455,455,Champions,0
C01174,13812.1,2,46,9.533372696230694,4,2,4,424,424,New / Promising,0
C01175,5392.84,3,40,8.59301284067167,5,3,2,532,532,Other,0
C01176,14365.08,6,53,9.572625151323125,4,5,4,454,454,Champions,0
C01177,467.57,1,550,6.149685503537741,1,1,1,111,111,At Risk / Churn,1
C01178,18010.53,5,58,9.798767387365714,4,5,4,454,454,Champions,0
