Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV03274,C01177,P00065,30/06/2024,TKO
INV03275,C00215,"P00020,P00106",08/08/2025,CYB
INV03276,C00459,"P00142,P00011,P00008",04/10/2024,MK
INV03277,C00751,"P00374,P00438,P00524,P00516",03/10/2024,TKO
INV03278,C00344,"P00482,P00337,P00178,P00500,P00164",23/12/2024,MK
INV03279,C00034,"P00040,P00485",04/05/2024,TKO
INV03280,C00561,"P00368,P00208",12/10/2025,MK
INV03281,C00873,"P00281,P00438",08/08/2024,CYB
INV03282,C00012,"P00451,P00037,P00013,P00004,P00506",09/08/2024,ST
INV03283,C00604,"P00462,P00520,P00190,P00295",17/06/2024,TKO
INV03284,C00568,"P00051,P00349",27/12/2024,CYB
INV03285,C00590,"P00389,P00238,P00022,P00006,P00183",26/06/2025,CYB
INV03286,C00317,"P00285,P00442,P00472",24/11/2025,CYB
INV03287,C00095,"P00527,P00479,P00025",18/12/2025,CYB
INV03288,C00125,"P00192,P00417",31/07/2024,MK
INV03289,C00305,P00113,12/07/2024,MK
INV03290,C00032,"P00321,P00040",07/09/2024,MK
INV03291,C00467,"P00316,P00440",07/05/2024,MK
INV03292,C00162,"P00048,P00140",02/02/2025,MK
INV03293,C00762,"P00163,P00390,P00395,P00424",01/06/2025,ST
INV03294,C00943,"P00127,P00314,P00304",05/01/2025,TKO
INV03295,C00874,"P00270,P00442,P00413",08/06/2025,MK
INV03296,C01019,"P00308,P00056",02/04/2024,CYB
INV03297,C00541,"P00175,P00334,P00121",05/07/2025,ST
INV03298,C00466,"P00027,P00102,P00084",28/07/2025,TKO
INV03299,C00807,"P00165,P00148,P00455",20/09/2024,TKO
INV03300,C00325,"P00062,P00165",10/08/2024,MK
INV03301,C01066,"P00270,P00442",11/07/2025,TKO
INV03302,C00958,"P00234,P00072,P00195",29/01/2024,CYB
INV03303,C00421,"P00271,P00387,P00239",10/03/2024,CYB
INV03304,C00228,"P00271,P00387,P00383,P00432",24/08/2024,ST
INV03305,C00515,"P00189,P00337,P00418,P00271",04/02/2025,MK
INV03306,C00084,P00193,08/04/2025,TKO
INV03307,C00983,"P00271,P00387,P00031,P00516",21/05/2024,TKO
INV03308,C00066,"P00051,P00315,P00176",27/05/2024,TKO
INV03309,C00674,"P00316,P00172,P00169,P00054",13/04/2024,CYB
INV03310,C00765,"P00476,P00291,P00345,P00398,P00441",21/11/2024,TKO
INV03311,C00935,"P00460,P00018,P00237",20/02/2025,TKO
INV03312,C00445,"P00307,P00315",16/11/2024,ST
INV03313,C00722,"P00271,P00387",23/10/2025,ST
INV03314,C01105,"P00372,P00439,P00299,P00097",08/10/2025,MK
INV03315,C00482,"P00207,P00309,P00261,P00399",11/08/2024,MK
INV03316,C00693,"P00271,P00387,P00285",24/03/2025,CYB
INV03317,C00054,P00444,20/04/2025,CYB
INV03318,C00412,"P00271,P00387",01/06/2025,CYB
INV03319,C00513,"P00154,P00455,P00369,P00190",08/07/2025,MK
INV03320,C00121,"P00026,P00398,P00394,P00290,P00438",09/05/2025,ST
INV03321,C00379,"P00134,P00263",14/06/2025,TKO
INV03322,C01114,"P00072,P00350,P00409",12/11/2025,ST
INV03323,C00661,"P00496,P00015,P00276,P00059,P00518",18/04/2024,CYB
INV03324,C01043,"P00270,P00442,P00226,P00403",24/12/2025,ST
INV03325,C00079,"P00468,P00488",30/03/2025,ST
INV03326,C00706,"P00441,P00009,P00290,P00339",01/04/2025,ST
INV03327,C00173,"P00271,P00387,P00068",29/09/2025,MK
INV03328,C00242,"P00229,P00228",05/06/2024,MK
INV03329,C00061,"P00502,P00266,P00486",25/03/2024,CYB
INV03330,C01113,"P00066,P00519,P00049,P00460,P00312",08/01/2024,ST
INV03331,C00605,P00505,25/11/2024,TKO
INV03332,C00189,"P00271,P00387,P00480,P00420",13/05/2024,MK
INV03333,C00387,"P00261,P00285,P00022,P00422",06/08/2024,CYB
INV03334,C00005,"P00371,P00398,P00157",11/01/2024,MK
INV03335,C00350,P00312,20/06/2025,ST
INV03336,C01153,"P00446,P00512,P00403",22/11/2025,TKO
INV03337,C00826,"P00372,P00392",15/01/2024,MK
INV03338,C00926,"P00516,P00054",30/05/2024,MK
INV03339,C00628,"P00364,P00445,P00119,P00272,P00139",14/04/2025,MK
INV03340,C00691,"P00270,P00442,P00465,P00180",17/03/2025,ST
INV03341,C00617,"P00270,P00442",20/11/2024,TKO
INV03342,C00639,"P00320,P00070",06/02/2024,MK
INV03343,C00876,"P00270,P00442,P00059",16/07/2025,ST
INV03344,C00013,"P00270,P00442,P00032,P00067",31/05/2025,CYB
INV03345,C00134,"P00069,P00534,P00214,P00403",26/09/2024,ST
INV03346,C00219,"P00159,P00471,P00469,P00147,P00482",04/07/2025,ST
INV03347,C00622,P00146,19/12/2025,ST
INV03348,C00993,"P00285,P00391",22/01/2024,MK
INV03349,C00327,"P00374,P00360,P00393",17/03/2024,TKO
INV03350,C00086,"P00261,P00194,P00359",22/01/2025,CYB
INV03351,C00292,"P00370,P00355,P00418,P00445,P00116",29/10/2024,ST
INV03352,C00530,"P00335,P00030,P00514",17/03/2025,CYB
INV03353,C00263,"P00124,P00034,P00264,P00190,P00272",02/04/2025,TKO
INV03354,C00825,"P00270,P00442,P00192,P00523",10/04/2025,TKO
INV03355,C01115,P00003,05/08/2025,CYB
INV03356,C00442,"P00061,P00526,P00141,P00272",25/05/2024,ST
INV03357,C00240,"P00276,P00354,P00328",04/08/2025,MK
INV03358,C00378,"P00271,P00387",24/07/2025,MK
INV03359,C00951,P00355,15/07/2024,ST
INV03360,C00558,P00471,16/12/2024,TKO
INV03361,C00647,"P00145,P00002",17/02/2025,TKO
INV03362,C01149,"P00302,P00006,P00036,P00108",14/01/2025,CYB
INV03363,C00409,"P00014,P00185",20/05/2025,CYB
INV03364,C00077,"P00457,P00191,P00058,P00381",15/11/2024,ST
INV03365,C00164,P00299,21/05/2025,ST
INV03366,C01165,"P00506,P00011",12/09/2024,CYB
INV03367,C00497,P00078,09/06/2025,ST
INV03368,C00785,"P00264,P00504",23/02/2024,TKO
INV03369,C00571,"P00475,P00317,P00463",11/04/2024,CYB
INV03370,C01000,"P00321,P00440,P00275",03/04/2024,CYB
INV03371,C00004,"P00270,P00442",09/02/2025,ST
INV03372,C00097,"P00347,P00281,P00534,P00353",04/11/2025,ST
INV03373,C00976,"P00248,P00454,P00159",27/02/2024,CYB
INV03374,C01085,"P00497,P00018,P00348",08/07/2025,ST
INV03375,C00998,"P00270,P00442",03/07/2024,MK
INV03376,C01161,"P00457,P00094,P00394",11/05/2025,TKO
INV03377,C00133,"P00447,P00309,P00082,P00178,P00100",13/02/2025,MK
INV03378,C00752,"P00120,P00049,P00048,P00523",31/10/2025,CYB
INV03379,C00129,P00357,25/01/2024,CYB
INV03380,C00625,"P00317,P00380,P00183,P00328",05/04/2025,CYB
INV03381,C00409,P00116,02/07/2024,MK
INV03382,C00356,"P00305,P00275,P00494",31/03/2025,ST
INV03383,C00219,"P00059,P00300,P00195",11/07/2024,TKO
INV03384,C00183,"P00007,P00414,P00355",01/08/2025,MK
INV03385,C00280,"P00107,P00061,P00294",22/12/2024,TKO
INV03386,C00146,P00071,01/11/2025,TKO
INV03387,C00085,P00322,08/04/2024,TKO
INV03388,C00906,"P00270,P00442,P00459",19/06/2025,CYB
INV03389,C01072,P00330,28/06/2024,CYB
INV03390,C00048,"P00270,P00442,P00152,P00307",22/08/2024,MK
INV03391,C00322,"P00271,P00387",10/04/2024,TKO
INV03392,C00500,P00523,29/03/2025,MK
INV03393,C01101,"P00270,P00442,P00020,P00222",22/06/2024,TKO
INV03394,C00848,"P00271,P00387,P00296,P00472",27/03/2024,MK
INV03395,C00285,"P00271,P00216",19/04/2025,CYB
INV03396,C00776,"P00145,P00100,P00526,P00083",27/07/2024,TKO
INV03397,C00084,"P00139,P00391,P00288,P00213",28/10/2025,MK
INV03398,C00049,"P00455,P00128,P00357,P00509,P00070",30/09/2025,TKO
INV03399,C01105,"P00103,P00478,P00264",09/03/2024,ST
INV03400,C00630,P00015,24/12/2024,CYB
INV03401,C00897,"P00032,P00073,P00083,P00329,P00110",19/11/2025,TKO
INV03402,C00211,"P00271,P00387,P00462",14/10/2024,ST
INV03403,C00619,"P00223,P00399",09/03/2024,MK
INV03404,C00674,"P00511,P00142,P00059,P00369",28/05/2025,CYB
INV03405,C00192,P00270,15/11/2025,TKO
INV03406,C00584,"P00170,P00290,P00185",02/11/2025,TKO
INV03407,C00064,"P00499,P00159,P00325",01/08/2025,CYB
INV03408,C00800,"P00271,P00387",21/10/2024,ST
INV03409,C00697,"P00005,P00043,P00130",30/05/2025,ST
INV03410,C01043,"P00035,P00288",12/04/2025,ST
INV03411,C01149,P00514,19/12/2025,MK
INV03412,C00056,P00421,24/05/2024,CYB
INV03413,C00307,"P00233,P00508,P00157",21/05/2025,ST
INV03414,C00441,P00199,13/06/2024,ST
INV03415,C00595,"P00270,P00442,P00506",05/12/2024,TKO
INV03416,C01152,"P00271,P00387",06/12/2024,CYB
INV03417,C01051,"P00255,P00521,P00247,P00110",21/01/2024,ST
INV03418,C00997,"P00528,P00248,P00280,P00357",08/10/2025,TKO
INV03419,C01056,"P00271,P00387,P00199,P00262",12/08/2024,ST
INV03420,C00870,P00122,29/07/2024,MK
INV03421,C00908,"P00402,P00104",27/03/2025,MK
INV03422,C00879,"P00180,P00377",08/02/2024,TKO
INV03423,C01029,"P00183,P00065,P00243,P00364,P00393",07/09/2025,ST
INV03424,C00055,"P00204,P00505,P00474,P00494",31/08/2025,CYB
INV03425,C00195,"P00178,P00483,P00273,P00418",03/05/2025,MK
INV03426,C00254,P00235,08/01/2025,CYB
INV03427,C01134,"P00479,P00132,P00182,P00242,P00351",09/01/2024,MK
INV03428,C00785,"P00031,P00120,P00204",08/06/2024,ST
INV03429,C00124,"P00528,P00380",09/10/2024,ST
INV03430,C00002,"P00111,P00382,P00031",23/11/2024,TKO
INV03431,C01114,"P00161,P00468",20/01/2025,TKO
INV03432,C01159,"P00041,P00496,P00194,P00188,P00030",10/05/2024,CYB
INV03433,C01129,"P00155,P00062,P00286,P00148,P00288",17/02/2025,MK
INV03434,C00378,"P00311,P00080,P00495,P00129",04/02/2024,CYB
INV03435,C00011,"P00107,P00251,P00349,P00296",18/10/2025,MK
INV03436,C00229,"P00271,P00387",23/01/2025,CYB
INV03437,C00405,P00364,18/03/2025,TKO
INV03438,C00939,P00463,07/02/2024,ST
INV03439,C00441,"P00302,P00393",11/09/2024,CYB
INV03440,C00045,"P00388,P00361,P00478,P00065",21/01/2025,CYB
INV03441,C00777,"P00509,P00002,P00535,P00373",19/02/2024,CYB
INV03442,C01022,"P00003,P00471",22/12/2025,TKO
INV03443,C00881,"P00423,P00350,P00205,P00145",02/10/2025,CYB
INV03444,C01090,"P00257,P00217,P00433,P00154,P00244",07/09/2025,CYB
INV03445,C00713,"P00038,P00062,P00161,P00186,P00178",22/03/2025,TKO
INV03446,C00978,"P00005,P00262,P00379,P00295",17/11/2025,CYB
INV03447,C01064,"P00270,P00442",22/02/2025,TKO
INV03448,C00718,"P00365,P00496,P00507,P00146,P00456",26/09/2025,TKO
INV03449,C00492,"P00270,P00442",22/05/2025,ST
INV03450,C01008,"P00120,P00057,P00433,P00522",09/07/2025,MK
INV03451,C00103,"P00308,P00113,P00400,P00001,P00018",27/08/2025,CYB
INV03452,C00213,"P00270,P00442",28/06/2025,TKO
INV03453,C01111,P00470,19/07/2025,TKO
INV03454,C00185,"P00127,P00351",08/05/2024,MK
INV03455,C00977,"P00404,P00368",12/07/2025,TKO
INV03456,C00764,"P00198,P00517,P00069,P00489",01/03/2025,MK
INV03457,C00458,"P00271,P00387,P00334",13/07/2024,CYB
INV03458,C00679,"P00157,P00227,P00214",02/10/2025,CYB
INV03459,C00022,P00377,01/07/2025,MK
INV03460,C00103,"P00409,P00005,P00338",03/01/2025,TKO
INV03461,C00393,"P00382,P00415,P00059",15/12/2025,MK
INV03462,C00474,P00050,03/07/2024,MK
INV03463,C01067,"P00270,P00442,P00248",18/07/2024,TKO
INV03464,C00586,"P00326,P00366,P00030",01/01/2024,ST
INV03465,C00683,"P00325,P00502,P00449,P00193",26/06/2024,CYB
INV03466,C01030,"P00110,P00235,P00308,P00004",22/07/2025,ST
INV03467,C00020,"P00361,P00519,P00180",23/06/2025,MK
INV03468,C00017,"P00270,P00442",14/07/2025,TKO
INV03469,C00010,"P00270,P00442,P00125",03/12/2025,TKO
INV03470,C00127,"P00176,P00430,P00067,P00150,P00200",30/11/2025,TKO
INV03471,C00056,"P00518,P00528,P00023,P00334",01/05/2025,TKO
INV03472,C00380,"P00081,P00374,P00021",17/12/2025,TKO
INV03473,C01001,"P00421,P00514,P00229",05/08/2024,TKO
INV03474,C00544,"P00407,P00272,P00010",21/10/2024,ST
INV03475,C00027,"P00094,P00071,P00183,P00529,P00519",29/09/2025,TKO
INV03476,C00019,P00193,17/05/2025,TKO
INV03477,C00509,"P00419,P00382,P00495,P00009",22/09/2024,TKO
INV03478,C00617,P00187,15/02/2024,TKO
INV03479,C01096,"P00396,P00225,P00083,P00184,P00283",21/09/2025,TKO
INV03480,C00227,"P00457,P00408,P00095",12/08/2025,MK
INV03481,C00611,"P00288,P00398,P00391,P00200",03/01/2025,ST
INV03482,C00008,"P00248,P00046,P00318",28/07/2025,TKO
INV03483,C00372,"P00375,P00493,P00076,P00072,P00084",05/06/2024,TKO
INV03484,C01044,"P00280,P00366,P00243,P00386",24/07/2024,TKO
INV03485,C00770,"P00033,P00012,P00292,P00139",28/07/2024,CYB
INV03486,C00339,"P00507,P00071,P00161,P00348",28/11/2025,TKO
INV03487,C00009,"P00204,P00459",31/01/2024,MK
INV03488,C00770,"P00300,P00253,P00127",24/06/2025,ST
INV03489,C00569,P00517,22/12/2024,ST
INV03490,C00492,"P00486,P00398,P00140,P00085",17/02/2025,MK
INV03491,C00253,"P00028,P00040,P00167,P00517",16/10/2025,CYB
INV03492,C00818,"P00395,P00495,P00117",30/05/2024,TKO
INV03493,C00821,P00118,11/10/2024,TKO
INV03494,C00840,P00502,08/07/2024,CYB
INV03495,C00778,"P00441,P00165,P00260,P00093,P00104",30/07/2024,CYB
INV03496,C00112,"P00459,P00348,P00357",30/09/2024,MK
INV03497,C00603,"P00357,P00518,P00036,P00346",27/08/2024,MK
INV03498,C00463,"P00068,P00081",08/02/2025,ST
INV03499,C00180,"P00381,P00040,P00132,P00018",17/04/2024,MK
INV03500,C00465,"P00270,P00442,P00244,P00004",27/02/2024,TKO
INV03501,C01169,"P00271,P00387",17/01/2024,CYB
INV03502,C00794,"P00172,P00251,P00310",07/04/2025,MK
INV03503,C00534,"P00186,P00043,P00308,P00342,P00491",22/08/2024,CYB
INV03504,C00711,"P00069,P00465",13/04/2024,CYB
INV03505,C00229,"P00241,P00476,P00491,P00039,P00337",14/11/2024,TKO
INV03506,C01101,"P00032,P00431",30/09/2024,TKO
INV03507,C00183,"P00179,P00373,P00044",19/12/2024,MK
INV03508,C01103,"P00270,P00442",23/09/2024,MK
INV03509,C00431,"P00216,P00108,P00131,P00149,P00325",06/04/2025,MK
INV03510,C00778,"P00526,P00278",03/08/2025,TKO
INV03511,C00997,"P00232,P00371",24/03/2024,TKO
INV03512,C00506,"P00155,P00446",05/02/2025,MK
INV03513,C00590,"P00240,P00206,P00096,P00064,P00404",05/03/2025,ST
INV03514,C00756,P00201,01/07/2025,TKO
INV03515,C00924,P00382,05/12/2024,CYB
INV03516,C00320,"P00381,P00250,P00503,P00086,P00102",28/11/2024,TKO
INV03517,C00549,"P00309,P00277,P00134,P00329",26/08/2024,CYB
INV03518,C00716,"P00055,P00348,P00293,P00100",01/02/2024,TKO
INV03519,C00533,"P00270,P00442",27/12/2025,ST
INV03520,C00179,"P00267,P00480,P00351,P00472,P00503",17/01/2024,ST
INV03521,C00289,"P00271,P00387,P00097,P00518",23/11/2025,TKO
INV03522,C00273,"P00086,P00073,P00152",16/10/2025,TKO
INV03523,C00081,P00214,20/03/2024,TKO
INV03524,C00374,"P00522,P00095,P00308,P00411",02/09/2025,MK
INV03525,C00059,P00525,18/12/2025,ST
INV03526,C00939,P00003,11/04/2024,TKO
INV03527,C00054,"P00161,P00309,P00225,P00305",08/04/2025,CYB
INV03528,C00818,"P00040,P00274,P00488",27/03/2025,CYB
INV03529,C00460,P00183,19/08/2025,CYB
INV03530,C00294,"P00028,P00422,P00531,P00495",22/02/2025,MK
INV03531,C01077,P00436,03/04/2025,TKO
INV03532,C01097,"P00270,P00442,P00276,P00353",07/09/2025,MK
INV03533,C01018,"P00271,P00387,P00002",14/11/2024,ST
INV03534,C00776,"P00270,P00442,P00505,P00176",28/01/2025,TKO
INV03535,C00381,"P00358,P00376,P00091,P00296",24/01/2024,TKO
INV03536,C00853,"P00270,P00442,P00217,P00439",03/09/2025,CYB
INV03537,C00974,"P00467,P00276",18/04/2025,TKO
INV03538,C00661,P00514,21/12/2025,TKO
INV03539,C00381,"P00205,P00003,P00013,P00005,P00089",30/09/2024,MK
INV03540,C00890,"P00292,P00008,P00451,P00100",29/06/2024,CYB
INV03541,C00945,"P00271,P00387,P00045,P00526",08/08/2025,TKO
INV03542,C00550,"P00271,P00387,P00219,P00063",28/01/2024,TKO
INV03543,C00176,"P00471,P00447",18/01/2024,MK
INV03544,C00099,"P00271,P00387,P00343",14/09/2025,TKO
INV03545,C00780,"P00018,P00412,P00335,P00458,P00224",18/12/2025,CYB
INV03546,C00313,"P00271,P00387",03/06/2024,TKO
INV03547,C00384,"P00271,P00387,P00333,P00107",25/09/2025,ST
INV03548,C00352,P00091,04/02/2024,MK
INV03549,C00173,"P00305,P00146,P00488,P00143,P00307",19/02/2025,TKO
INV03550,C00377,"P00423,P00031,P00517,P00193",07/08/2024,TKO
INV03551,C01090,"P00322,P00122,P00112,P00008",01/06/2024,CYB
INV03552,C01029,"P00485,P00006,P00326",13/08/2024,ST
INV03553,C00717,"P00129,P00384,P00161,P00188",27/03/2024,ST
INV03554,C00400,P00143,13/11/2025,CYB
INV03555,C00710,"P00270,P00442,P00031,P00432",12/02/2024,MK
INV03556,C00494,"P00189,P00104,P00316",20/03/2025,ST
INV03557,C01016,"P00003,P00416,P00429",24/03/2025,TKO
INV03558,C00701,"P00528,P00274,P00285,P00105",15/09/2024,CYB
INV03559,C01050,P00476,02/03/2024,TKO
INV03560,C00831,"P00202,P00380,P00471",11/10/2024,TKO
INV03561,C01163,"P00054,P00004,P00135,P00042",23/12/2024,TKO
INV03562,C00558,P00412,24/12/2024,TKO
INV03563,C00014,"P00270,P00442",14/06/2025,MK
INV03564,C00341,"P00386,P00406",27/03/2025,CYB
INV03565,C00391,"P00476,P00172",10/10/2025,CYB
INV03566,C00280,"P00446,P00229,P00143",29/07/2024,MK
INV03567,C00770,"P00244,P00275,P00490,P00339,P00272",13/05/2024,ST
INV03568,C00219,"P00125,P00286",24/09/2025,CYB
INV03569,C00800,"P00135,P00528,P00234,P00146,P00127",26/04/2025,MK
INV03570,C00667,P00525,19/12/2025,MK
INV03571,C01041,P00283,16/09/2024,TKO
INV03572,C00897,"P00271,P00387,P00058",03/01/2025,MK
INV03573,C01098,"P00490,P00328,P00129,P00070",27/03/2024,TKO
INV03574,C01101,"P00270,P00442",04/06/2024,TKO
INV03575,C00257,"P00453,P00480,P00297",11/01/2024,TKO
INV03576,C00890,"P00019,P00485,P00459,P00115,P00016",05/04/2025,ST
INV03577,C00577,"P00270,P00442,P00249,P00195",29/05/2025,MK
INV03578,C00946,"P00097,P00136",28/06/2024,TKO
INV03579,C00716,P00169,14/01/2024,CYB
INV03580,C00032,"P00417,P00184,P00048,P00145",18/01/2024,CYB
INV03581,C00034,"P00270,P00442",23/11/2024,TKO
INV03582,C00579,"P00271,P00387,P00334,P00022",20/03/2024,TKO
INV03583,C00821,P00256,07/05/2025,MK
INV03584,C01149,P00134,07/02/2024,ST
INV03585,C00711,"P00035,P00476,P00113,P00481",20/05/2025,MK
INV03586,C01016,"P00270,P00442,P00271",04/08/2025,ST
INV03587,C00928,"P00179,P00143,P00362",12/02/2024,ST
INV03588,C00940,"P00396,P00390,P00299",18/12/2025,CYB
INV03589,C00667,"P00004,P00369,P00043,P00429",27/07/2025,TKO
INV03590,C00278,"P00369,P00061,P00351",10/08/2025,TKO
INV03591,C00164,"P00271,P00387",24/07/2024,MK
INV03592,C01104,"P00270,P00442,P00492,P00286",12/08/2025,MK
INV03593,C01093,"P00394,P00369,P00406",03/08/2025,CYB
INV03594,C00550,P00008,27/05/2024,ST
INV03595,C00762,"P00365,P00370,P00314,P00072",03/01/2024,MK
INV03596,C00162,"P00351,P00301,P00083,P00435",06/09/2024,TKO
INV03597,C01170,"P00270,P00442",14/05/2024,TKO
INV03598,C00346,"P00012,P00297,P00338,P00063",08/10/2024,MK
INV03599,C00464,"P00271,P00387,P00524",22/07/2024,MK
INV03600,C01120,"P00277,P00430,P00458",23/01/2024,MK
INV03601,C00023,"P00271,P00387,P00260",02/04/2025,MK
INV03602,C00988,"P00505,P00355,P00014,P00059",03/01/2025,MK
INV03603,C00691,"P00270,P00442,P00101,P00039",19/04/2025,TKO
INV03604,C00135,P00305,24/04/2025,MK
INV03605,C01106,"P00094,P00367,P00059,P00268",07/04/2024,CYB
INV03606,C00210,"P00045,P00183",01/02/2024,TKO
INV03607,C00327,"P00213,P00383,P00076",20/09/2024,ST
INV03608,C00104,"P00164,P00525,P00208",03/03/2025,TKO
INV03609,C00814,"P00373,P00178,P00209",28/10/2024,TKO
INV03610,C00026,"P00270,P00442,P00222",13/11/2024,CYB
INV03611,C01058,"P00413,P00395,P00354,P00245",01/05/2025,CYB
INV03612,C00174,"P00358,P00283",04/09/2025,CYB
INV03613,C01161,"P00282,P00490,P00053,P00434",10/02/2025,ST
INV03614,C01050,"P00323,P00035,P00137,P00331",16/10/2025,TKO
INV03615,C00588,"P00270,P00442,P00257",04/04/2024,TKO
INV03616,C00309,"P00147,P00109,P00227",02/04/2024,TKO
INV03617,C00174,"P00319,P00305,P00364,P00274",24/08/2025,TKO
INV03618,C00447,P00394,17/07/2024,MK
INV03619,C00079,"P00488,P00447,P00313,P00461",30/10/2025,MK
INV03620,C00815,"P00205,P00120",25/08/2025,MK
INV03621,C00774,"P00270,P00442,P00396,P00151",23/03/2024,MK
INV03622,C00093,"P00439,P00162,P00134",06/11/2024,ST
INV03623,C00830,P00036,29/01/2025,TKO
INV03624,C00390,"P00149,P00527",16/01/2024,MK
INV03625,C00943,"P00134,P00042,P00181,P00339",27/04/2024,CYB
INV03626,C00134,"P00419,P00101,P00390,P00342",04/01/2024,ST
INV03627,C00704,"P00271,P00387,P00422",05/10/2025,MK
INV03628,C00907,"P00270,P00442,P00169",05/03/2024,CYB
INV03629,C00930,"P00271,P00387,P00383",15/11/2025,TKO
INV03630,C00046,P00465,26/04/2024,ST
INV03631,C00707,"P00271,P00387",28/01/2025,MK
INV03632,C00597,"P00085,P00511,P00331,P00032",31/01/2024,ST
INV03633,C00262,"P00270,P00442,P00148",29/02/2024,ST
INV03634,C00437,"P00382,P00292",11/05/2024,CYB
INV03635,C00218,"P00519,P00342,P00024,P00375",23/06/2025,CYB
INV03636,C00585,"P00343,P00357",23/11/2025,CYB
INV03637,C00337,P00336,20/03/2024,CYB
INV03638,C00382,P00407,25/10/2024,CYB
INV03639,C00527,"P00271,P00387,P00390,P00408",09/04/2025,CYB
INV03640,C00766,"P00129,P00517",16/04/2025,CYB
INV03641,C00788,"P00429,P00054,P00212,P00292",09/08/2024,CYB
INV03642,C00757,"P00475,P00184,P00326,P00391",02/05/2025,TKO
INV03643,C00668,"P00270,P00442,P00032,P00437",27/02/2025,CYB
INV03644,C00461,"P00296,P00417",01/06/2025,CYB
INV03645,C00886,P00167,27/03/2024,MK
INV03646,C01147,"P00506,P00332,P00320,P00407",27/04/2025,TKO
INV03647,C00381,P00440,22/03/2025,TKO
INV03648,C00063,"P00271,P00387,P00070,P00386",22/07/2025,ST
INV03649,C00812,"P00271,P00387,P00258,P00035",17/12/2024,CYB
INV03650,C00163,"P00473,P00298,P00376,P00106",02/06/2024,CYB
INV03651,C00753,"P00446,P00120,P00378",17/09/2024,MK
INV03652,C00733,"P00190,P00418,P00161",14/04/2025,MK
INV03653,C01100,"P00170,P00084,P00045,P00297",17/10/2025,ST
INV03654,C00449,"P00055,P00168,P00428,P00144",24/11/2025,TKO
INV03655,C00934,"P00501,P00157,P00494,P00176",23/04/2025,ST
INV03656,C00253,"P00351,P00134,P00232,P00207,P00518",13/07/2024,TKO
INV03657,C00231,"P00271,P00059,P00381",10/01/2024,MK
INV03658,C01119,"P00401,P00255,P00420",22/04/2025,TKO
INV03659,C00409,"P00366,P00288,P00229,P00173",21/10/2024,CYB
INV03660,C00302,"P00410,P00397,P00206,P00392",21/03/2024,MK
INV03661,C00411,"P00502,P00483,P00053,P00135,P00444",19/08/2025,MK
INV03662,C01018,"P00420,P00030,P00013,P00396,P00217",03/01/2024,MK
INV03663,C00066,"P00449,P00123,P00387,P00065,P00477",28/01/2025,MK
INV03664,C00991,"P00531,P00012,P00470",18/04/2025,TKO
INV03665,C00415,P00334,03/02/2025,ST
INV03666,C00585,"P00271,P00387,P00494",28/03/2024,CYB
INV03667,C00012,"P00270,P00442",11/02/2024,CYB
INV03668,C01026,"P00270,P00442,P00309,P00464",28/10/2025,MK
INV03669,C01169,"P00271,P00387,P00213,P00303",19/12/2025,CYB
INV03670,C00919,P00413,02/01/2024,TKO
INV03671,C00070,"P00068,P00185",22/04/2024,ST
INV03672,C00401,P00252,03/06/2024,MK
INV03673,C01148,P00252,25/04/2024,ST
INV03674,C00413,"P00271,P00387,P00013",27/06/2025,TKO
INV03675,C00019,"P00270,P00442",19/08/2024,CYB
INV03676,C00363,"P00270,P00442",08/11/2024,ST
INV03677,C00348,"P00159,P00166,P00066,P00326,P00347",31/05/2024,TKO
INV03678,C01152,"P00439,P00003,P00458,P00052,P00423",06/08/2025,MK
INV03679,C00828,"P00105,P00201",09/09/2024,CYB
INV03680,C00424,"P00210,P00479",21/02/2024,ST
INV03681,C00252,"P00116,P00362,P00183,P00115,P00346",24/02/2025,TKO
INV03682,C00117,"P00271,P00387",28/09/2024,CYB
INV03683,C00957,"P00179,P00195,P00420",30/09/2025,MK
INV03684,C00191,"P00307,P00008,P00036,P00385,P00413",13/02/2024,TKO
INV03685,C01166,"P00189,P00259,P00359,P00026",27/09/2025,TKO
INV03686,C00428,"P00094,P00029",26/03/2024,CYB
INV03687,C00506,"P00380,P00343",18/05/2024,TKO
INV03688,C00742,P00535,04/06/2024,TKO
INV03689,C00782,"P00385,P00121,P00396,P00352,P00165",05/01/2025,ST
INV03690,C01043,"P00440,P00324,P00096,P00252",21/01/2024,CYB
INV03691,C00987,"P00207,P00003,P00012",06/07/2025,TKO
INV03692,C00455,"P00304,P00288",01/11/2025,ST
INV03693,C01088,"P00118,P00342",22/08/2025,MK
INV03694,C00609,"P00270,P00442,P00424",06/02/2025,CYB
INV03695,C01074,"P00448,P00472",04/09/2024,MK
INV03696,C01138,"P00080,P00028,P00154,P00020",10/09/2024,ST
INV03697,C00160,P00242,26/04/2025,CYB
INV03698,C00853,"P00271,P00387",01/04/2024,TKO
INV03699,C01142,"P00473,P00331,P00511,P00242",17/11/2025,TKO
INV03700,C00360,"P00164,P00487",15/08/2024,TKO
INV03701,C00488,"P00274,P00128,P00413,P00057,P00213",14/08/2024,CYB
INV03702,C00686,"P00444,P00346",16/01/2025,CYB
INV03703,C00247,P00342,20/10/2025,MK
INV03704,C00156,"P00398,P00100",06/02/2025,MK
INV03705,C01048,"P00278,P00271,P00104",26/10/2025,CYB
