Invoice no,Customer id,Product id list,Invoice date,Shopping mall,ProductList,Product id,Category,Price,Gender,Age,Payment method,LineAmount,InvoiceAmount
INV00551,C00984,"P00202,P00375",2025-06-05,TKO,P00375,P00375,Electronics,2985.15,M,53,Credit Card,2985.15,3614.81
INV00552,C00076,"P00389,P00328,P00307",2024-01-12,TKO,P00389,P00389,Clothing,787.0,M,36,Cash,787.0,6095.3
INV00552,C00076,"P00389,P00328,P00307",2024-01-12,TKO,P00328,P00328,Electronics,5168.26,M,36,Cash,5168.26,6095.3
INV00552,C00076,"P00389,P00328,P00307",2024-01-12,TKO,P00307,P00307,Toys,140.04,M,36,Cash,140.04,6095.3
INV00553,C00102,"P00420,P00070,P00428",2024-01-15,ST,P00420,P00420,Toys,133.61,M,41,Cash,133.61,4882.89
INV00553,C00102,"P00420,P00070,P00428",2024-01-15,ST,P00070,P00070,Electronics,2416.27,M,41,Cash,2416.27,4882.89
INV00553,C00102,"P00420,P00070,P00428",2024-01-15,ST,P00428,P00428,Electronics,2333.01,M,41,Cash,2333.01,4882.89
INV00554,C00401,"P00429,P00284",2025-09-02,TKO,P00429,P00429,Clothing,272.96,M,41,Cash,272.96,551.6800000000001
INV00554,C00401,"P00429,P00284",2025-09-02,TKO,P00284,P00284,Clothing,278.72,M,41,Cash,278.72,551.6800000000001
INV00555,C00395,"P00474,P00475,P00139,P00061,P00420",2025-06-18,TKO,P00474,P00474,Electronics,4339.09,M,32,Cash,4339.09,5421.67
INV00555,C00395,"P00474,P00475,P00139,P00061,P00420",2025-06-18,TKO,P00475,P00475,Groceries,105.26,M,32,Cash,105.26,5421.67
INV00555,C00395,"P00474,P00475,P00139,P00061,P00420",2025-06-18,TKO,P00139,P00139,Clothing,272.87,M,32,Cash,272.87,5421.67
INV00555,C00395,"P00474,P00475,P00139,P00061,P00420",2025-06-18,TKO,P00061,P00061,Books,570.84,M,32,Cash,570.84,5421.67
INV00555,C00395,"P00474,P00475,P00139,P00061,P00420",2025-06-18,TKO,P00420,P00420,Toys,133.61,M,32,Cash,133.61,5421.67
INV00556,C00844,"P00201,P00287,P00043,P00216,P00377",2025-03-18,ST,P00201,P00201,Books,557.08,F,51,Credit Card,557.08,1441.1200000000001
INV00556,C00844,"P00201,P00287,P00043,P00216,P00377",2025-03-18,ST,P00287,P00287,Toys,135.23,F,51,Credit Card,135.23,1441.1200000000001
INV00556,C00844,"P00201,P00287,P00043,P00216,P00377",2025-03-18,ST,P00043,P00043,Toys,129.23,F,51,Credit Card,129.23,1441.1200000000001
INV00556,C00844,"P00201,P00287,P00043,P00216,P00377",2025-03-18,ST,P00216,P00216,Clothing,473.85,F,51,Credit Card,473.85,1441.1200000000001
INV00556,C00844,"P00201,P00287,P00043,P00216,P00377",2025-03-18,ST,P00377,P00377,Toys,145.73,F,51,Credit Card,145.73,1441.1200000000001
INV00557,C00646,"P00424,P00086,P00367,P00102",2025-04-15,MK,P00424,P00424,Books,369.46,M,20,Cash,369.46,5885.0199999999995
INV00557,C00646,"P00424,P00086,P00367,P00102",2025-04-15,MK,P00086,P00086,Electronics,5255.7,M,20,Cash,5255.7,5885.0199999999995
INV00557,C00646,"P00424,P00086,P00367,P00102",2025-04-15,MK,P00367,P00367,Toys,137.24,M,20,Cash,137.24,5885.0199999999995
INV00557,C00646,"P00424,P00086,P00367,P00102",2025-04-15,MK,P00102,P00102,Toys,122.62,M,20,Cash,122.62,5885.0199999999995
INV00558,C00421,"P00348,P00223,P00291,P00246",2025-06-03,ST,P00348,P00348,Electronics,1714.0,F,20,Cash,1714.0,7260.17
INV00558,C00421,"P00348,P00223,P00291,P00246",2025-06-03,ST,P00223,P00223,Electronics,5190.78,F,20,Cash,5190.78,7260.17
INV00558,C00421,"P00348,P00223,P00291,P00246",2025-06-03,ST,P00291,P00291,Books,230.83,F,20,Cash,230.83,7260.17
INV00558,C00421,"P00348,P00223,P00291,P00246",2025-06-03,ST,P00246,P00246,Toys,124.56,F,20,Cash,124.56,7260.17
INV00559,C00307,P00318,2025-09-04,TKO,P00318,P00318,Electronics,5426.45,M,36,Cash,5426.45,5426.45
INV00560,C00707,"P00287,P00399,P00253,P00085",2025-09-05,ST,P00287,P00287,Toys,135.23,M,46,Credit Card,135.23,1115.36
INV00560,C00707,"P00287,P00399,P00253,P00085",2025-09-05,ST,P00399,P00399,Groceries,58.82,M,46,Credit Card,58.82,1115.36
INV00560,C00707,"P00287,P00399,P00253,P00085",2025-09-05,ST,P00253,P00253,Toys,125.52,M,46,Credit Card,125.52,1115.36
INV00560,C00707,"P00287,P00399,P00253,P00085",2025-09-05,ST,P00085,P00085,Clothing,795.79,M,46,Credit Card,795.79,1115.36
INV00561,C01030,"P00180,P00525",2025-06-16,MK,P00180,P00180,Clothing,456.75,F,24,Mobile Payment,456.75,5175.48
INV00561,C01030,"P00180,P00525",2025-06-16,MK,P00525,P00525,Electronics,4718.73,F,24,Mobile Payment,4718.73,5175.48
INV00562,C00679,"P00189,P00181,P00056,P00352,P00379",2024-04-10,MK,P00189,P00189,Electronics,4765.59,F,20,Credit Card,4765.59,6542.04
INV00562,C00679,"P00189,P00181,P00056,P00352,P00379",2024-04-10,MK,P00181,P00181,Clothing,950.68,F,20,Credit Card,950.68,6542.04
INV00562,C00679,"P00189,P00181,P00056,P00352,P00379",2024-04-10,MK,P00056,P00056,Toys,103.71,F,20,Credit Card,103.71,6542.04
INV00562,C00679,"P00189,P00181,P00056,P00352,P00379",2024-04-10,MK,P00352,P00352,Groceries,56.77,F,20,Credit Card,56.77,6542.04
INV00562,C00679,"P00189,P00181,P00056,P00352,P00379",2024-04-10,MK,P00379,P00379,Clothing,665.29,F,20,Credit Card,665.29,6542.04
INV00563,C00633,"P00204,P00150,P00362",2024-12-29,ST,P00204,P00204,Electronics,5341.9,M,51,Mobile Payment,5341.9,6876.87
INV00563,C00633,"P00204,P00150,P00362",2024-12-29,ST,P00150,P00150,Electronics,1437.58,M,51,Mobile Payment,1437.58,6876.87
INV00563,C00633,"P00204,P00150,P00362",2024-12-29,ST,P00362,P00362,Groceries,97.39,M,51,Mobile Payment,97.39,6876.87
INV00564,C00165,"P00531,P00413,P00057,P00002,P00320",2025-05-22,MK,P00531,P00531,Toys,100.56,M,32,Credit Card,100.56,15150.64
INV00564,C00165,"P00531,P00413,P00057,P00002,P00320",2025-05-22,MK,P00413,P00413,Electronics,4824.82,M,32,Credit Card,4824.82,15150.64
INV00564,C00165,"P00531,P00413,P00057,P00002,P00320",2025-05-22,MK,P00057,P00057,Electronics,4624.48,M,32,Credit Card,4624.48,15150.64
INV00564,C00165,"P00531,P00413,P00057,P00002,P00320",2025-05-22,MK,P00002,P00002,Electronics,5462.98,M,32,Credit Card,5462.98,15150.64
INV00564,C00165,"P00531,P00413,P00057,P00002,P00320",2025-05-22,MK,P00320,P00320,Toys,137.8,M,32,Credit Card,137.8,15150.64
INV00565,C00654,"P00508,P00024",2025-02-27,CYB,P00508,P00508,Electronics,2107.43,F,45,Cash,2107.43,2166.58
INV00565,C00654,"P00508,P00024",2025-02-27,CYB,P00024,P00024,Groceries,59.15,F,45,Cash,59.15,2166.58
INV00566,C00837,"P00336,P00291,P00531,P00283",2024-12-01,ST,P00336,P00336,Electronics,3584.61,F,45,Credit Card,3584.61,4044.17
INV00566,C00837,"P00336,P00291,P00531,P00283",2024-12-01,ST,P00291,P00291,Books,230.83,F,45,Credit Card,230.83,4044.17
INV00566,C00837,"P00336,P00291,P00531,P00283",2024-12-01,ST,P00531,P00531,Toys,100.56,F,45,Credit Card,100.56,4044.17
INV00566,C00837,"P00336,P00291,P00531,P00283",2024-12-01,ST,P00283,P00283,Toys,128.17,F,45,Credit Card,128.17,4044.17
INV00567,C00525,"P00270,P00442",2025-04-27,MK,P00270,P00270,Electronics,1546.75,M,36,Credit Card,1546.75,1676.37
INV00567,C00525,"P00270,P00442",2025-04-27,MK,P00442,P00442,Toys,129.62,M,36,Credit Card,129.62,1676.37
INV00568,C00708,"P00012,P00003,P00400,P00468",2024-05-13,CYB,P00012,P00012,Groceries,45.02,M,37,Cash,45.02,6428.52
INV00568,C00708,"P00012,P00003,P00400,P00468",2024-05-13,CYB,P00003,P00003,Groceries,166.36,M,37,Cash,166.36,6428.52
INV00568,C00708,"P00012,P00003,P00400,P00468",2024-05-13,CYB,P00400,P00400,Electronics,3858.16,M,37,Cash,3858.16,6428.52
INV00568,C00708,"P00012,P00003,P00400,P00468",2024-05-13,CYB,P00468,P00468,Electronics,2358.98,M,37,Cash,2358.98,6428.52
INV00569,C00488,"P00270,P00442",2025-12-28,ST,P00270,P00270,Electronics,1546.75,F,26,Cash,1546.75,1676.37
INV00569,C00488,"P00270,P00442",2025-12-28,ST,P00442,P00442,Toys,129.62,F,26,Cash,129.62,1676.37
INV00570,C00756,P00352,2024-03-20,CYB,P00352,P00352,Groceries,56.77,F,52,Cash,56.77,56.77
INV00571,C00826,"P00417,P00327,P00441",2025-04-13,TKO,P00417,P00417,Electronics,2835.96,F,57,Credit Card,2835.96,7875.030000000001
INV00571,C00826,"P00417,P00327,P00441",2025-04-13,TKO,P00327,P00327,Toys,144.39,F,57,Credit Card,144.39,7875.030000000001
INV00571,C00826,"P00417,P00327,P00441",2025-04-13,TKO,P00441,P00441,Electronics,4894.68,F,57,Credit Card,4894.68,7875.030000000001
INV00572,C00309,"P00195,P00466,P00018",2025-10-24,MK,P00195,P00195,Clothing,344.6,M,24,Credit Card,344.6,1094.6100000000001
INV00572,C00309,"P00195,P00466,P00018",2025-10-24,MK,P00466,P00466,Books,265.05,M,24,Credit Card,265.05,1094.6100000000001
INV00572,C00309,"P00195,P00466,P00018",2025-10-24,MK,P00018,P00018,Clothing,484.96,M,24,Credit Card,484.96,1094.6100000000001
INV00573,C00021,"P00177,P00059,P00369,P00329",2025-02-23,CYB,P00177,P00177,Books,525.53,F,50,Cash,525.53,12318.45
INV00573,C00021,"P00177,P00059,P00369,P00329",2025-02-23,CYB,P00059,P00059,Electronics,2513.02,F,50,Cash,2513.02,12318.45
INV00573,C00021,"P00177,P00059,P00369,P00329",2025-02-23,CYB,P00369,P00369,Electronics,4089.34,F,50,Cash,4089.34,12318.45
INV00573,C00021,"P00177,P00059,P00369,P00329",2025-02-23,CYB,P00329,P00329,Electronics,5190.56,F,50,Cash,5190.56,12318.45
INV00574,C00986,"P00514,P00534",2025-08-09,TKO,P00514,P00514,Electronics,2469.68,F,56,Mobile Payment,2469.68,2763.58
INV00574,C00986,"P00514,P00534",2025-08-09,TKO,P00534,P00534,Books,293.9,F,56,Mobile Payment,293.9,2763.58
INV00575,C00835,"P00271,P00387,P00370,P00306",2024-03-12,CYB,P00271,P00271,Toys,108.14,F,38,Credit Card,108.14,634.1700000000001
INV00575,C00835,"P00271,P00387,P00370,P00306",2024-03-12,CYB,P00387,P00387,Books,197.4,F,38,Credit Card,197.4,634.1700000000001
INV00575,C00835,"P00271,P00387,P00370,P00306",2024-03-12,CYB,P00370,P00370,Toys,146.83,F,38,Credit Card,146.83,634.1700000000001
INV00575,C00835,"P00271,P00387,P00370,P00306",2024-03-12,CYB,P00306,P00306,Groceries,181.8,F,38,Credit Card,181.8,634.1700000000001
INV00576,C01128,"P00270,P00442,P00498,P00074",2025-01-10,CYB,P00270,P00270,Electronics,1546.75,F,24,Cash,1546.75,3988.33
INV00576,C01128,"P00270,P00442,P00498,P00074",2025-01-10,CYB,P00442,P00442,Toys,129.62,F,24,Cash,129.62,3988.33
INV00576,C01128,"P00270,P00442,P00498,P00074",2025-01-10,CYB,P00498,P00498,Clothing,950.44,F,24,Cash,950.44,3988.33
INV00576,C01128,"P00270,P00442,P00498,P00074",2025-01-10,CYB,P00074,P00074,Electronics,1361.52,F,24,Cash,1361.52,3988.33
INV00577,C00273,"P00270,P00442",2024-09-22,CYB,P00270,P00270,Electronics,1546.75,M,59,Credit Card,1546.75,1676.37
INV00577,C00273,"P00270,P00442",2024-09-22,CYB,P00442,P00442,Toys,129.62,M,59,Credit Card,129.62,1676.37
INV00578,C00783,"P00047,P00438,P00491,P00270",2024-04-30,TKO,P00047,P00047,Books,582.47,M,52,Credit Card,582.47,6000.7
INV00578,C00783,"P00047,P00438,P00491,P00270",2024-04-30,TKO,P00438,P00438,Electronics,1511.98,M,52,Credit Card,1511.98,6000.7
INV00578,C00783,"P00047,P00438,P00491,P00270",2024-04-30,TKO,P00491,P00491,Electronics,2359.5,M,52,Credit Card,2359.5,6000.7
INV00578,C00783,"P00047,P00438,P00491,P00270",2024-04-30,TKO,P00270,P00270,Electronics,1546.75,M,52,Credit Card,1546.75,6000.7
INV00579,C00631,"P00346,P00239,P00167",2024-09-07,MK,P00346,P00346,Groceries,122.38,M,23,Credit Card,122.38,673.1999999999999
INV00579,C00631,"P00346,P00239,P00167",2024-09-07,MK,P00239,P00239,Books,451.96,M,23,Credit Card,451.96,673.1999999999999
INV00579,C00631,"P00346,P00239,P00167",2024-09-07,MK,P00167,P00167,Toys,98.86,M,23,Credit Card,98.86,673.1999999999999
INV00580,C00796,"P00221,P00222",2025-03-18,CYB,P00221,P00221,Electronics,2466.06,F,58,Credit Card,2466.06,2719.86
INV00580,C00796,"P00221,P00222",2025-03-18,CYB,P00222,P00222,Groceries,253.8,F,58,Credit Card,253.8,2719.86
INV00581,C00466,"P00516,P00377,P00198",2024-10-31,CYB,P00516,P00516,Electronics,2321.58,M,44,Cash,2321.58,2609.8199999999997
INV00581,C00466,"P00516,P00377,P00198",2024-10-31,CYB,P00377,P00377,Toys,145.73,M,44,Cash,145.73,2609.8199999999997
INV00581,C00466,"P00516,P00377,P00198",2024-10-31,CYB,P00198,P00198,Toys,142.51,M,44,Cash,142.51,2609.8199999999997
INV00582,C00502,"P00267,P00037,P00130,P00058,P00143",2025-06-05,MK,P00267,P00267,Groceries,156.44,M,33,Cash,156.44,10231.92
INV00582,C00502,"P00267,P00037,P00130,P00058,P00143",2025-06-05,MK,P00037,P00037,Electronics,4046.05,M,33,Cash,4046.05,10231.92
INV00582,C00502,"P00267,P00037,P00130,P00058,P00143",2025-06-05,MK,P00130,P00130,Books,66.75,M,33,Cash,66.75,10231.92
INV00582,C00502,"P00267,P00037,P00130,P00058,P00143",2025-06-05,MK,P00058,P00058,Clothing,374.92,M,33,Cash,374.92,10231.92
INV00582,C00502,"P00267,P00037,P00130,P00058,P00143",2025-06-05,MK,P00143,P00143,Electronics,5587.76,M,33,Cash,5587.76,10231.92
INV00583,C00522,"P00245,P00400,P00461",2025-11-04,CYB,P00245,P00245,Electronics,4281.2,M,33,Cash,4281.2,13649.11
INV00583,C00522,"P00245,P00400,P00461",2025-11-04,CYB,P00400,P00400,Electronics,3858.16,M,33,Cash,3858.16,13649.11
INV00583,C00522,"P00245,P00400,P00461",2025-11-04,CYB,P00461,P00461,Electronics,5509.75,M,33,Cash,5509.75,13649.11
INV00584,C00861,"P00220,P00054,P00297,P00237",2024-03-24,TKO,P00220,P00220,Toys,116.08,M,37,Mobile Payment,116.08,5372.78
INV00584,C00861,"P00220,P00054,P00297,P00237",2024-03-24,TKO,P00054,P00054,Toys,125.95,M,37,Mobile Payment,125.95,5372.78
INV00584,C00861,"P00220,P00054,P00297,P00237",2024-03-24,TKO,P00297,P00297,Clothing,286.77,M,37,Mobile Payment,286.77,5372.78
INV00584,C00861,"P00220,P00054,P00297,P00237",2024-03-24,TKO,P00237,P00237,Electronics,4843.98,M,37,Mobile Payment,4843.98,5372.78
INV00585,C00646,"P00270,P00442,P00377,P00484",2025-06-23,TKO,P00270,P00270,Electronics,1546.75,M,20,Cash,1546.75,2107.84
INV00585,C00646,"P00270,P00442,P00377,P00484",2025-06-23,TKO,P00442,P00442,Toys,129.62,M,20,Cash,129.62,2107.84
INV00585,C00646,"P00270,P00442,P00377,P00484",2025-06-23,TKO,P00377,P00377,Toys,145.73,M,20,Cash,145.73,2107.84
INV00585,C00646,"P00270,P00442,P00377,P00484",2025-06-23,TKO,P00484,P00484,Books,285.74,M,20,Cash,285.74,2107.84
INV00586,C00013,"P00271,P00387,P00317",2024-07-01,CYB,P00271,P00271,Toys,108.14,F,43,Cash,108.14,1112.08
INV00586,C00013,"P00271,P00387,P00317",2024-07-01,CYB,P00387,P00387,Books,197.4,F,43,Cash,197.4,1112.08
INV00586,C00013,"P00271,P00387,P00317",2024-07-01,CYB,P00317,P00317,Clothing,806.54,F,43,Cash,806.54,1112.08
INV00587,C00355,"P00490,P00501,P00279,P00367",2025-02-11,MK,P00490,P00490,Clothing,999.45,M,37,Cash,999.45,1805.71
INV00587,C00355,"P00490,P00501,P00279,P00367",2025-02-11,MK,P00501,P00501,Toys,110.24,M,37,Cash,110.24,1805.71
INV00587,C00355,"P00490,P00501,P00279,P00367",2025-02-11,MK,P00279,P00279,Books,558.78,M,37,Cash,558.78,1805.71
INV00587,C00355,"P00490,P00501,P00279,P00367",2025-02-11,MK,P00367,P00367,Toys,137.24,M,37,Cash,137.24,1805.71
INV00588,C01027,"P00530,P00261",2025-10-27,CYB,P00530,P00530,Clothing,975.6,F,35,Cash,975.6,1233.0
INV00588,C01027,"P00530,P00261",2025-10-27,CYB,P00261,P00261,Groceries,257.4,F,35,Cash,257.4,1233.0
INV00589,C01015,P00014,2024-12-18,MK,P00014,P00014,Toys,128.75,F,42,Mobile Payment,128.75,128.75
INV00590,C00541,"P00025,P00397,P00162,P00075,P00499",2025-04-05,MK,P00025,P00025,Books,315.46,F,53,Cash,315.46,8360.77
INV00590,C00541,"P00025,P00397,P00162,P00075,P00499",2025-04-05,MK,P00397,P00397,Books,246.03,F,53,Cash,246.03,8360.77
INV00590,C00541,"P00025,P00397,P00162,P00075,P00499",2025-04-05,MK,P00162,P00162,Electronics,3966.82,F,53,Cash,3966.82,8360.77
INV00590,C00541,"P00025,P00397,P00162,P00075,P00499",2025-04-05,MK,P00075,P00075,Electronics,3613.92,F,53,Cash,3613.92,8360.77
INV00590,C00541,"P00025,P00397,P00162,P00075,P00499",2025-04-05,MK,P00499,P00499,Books,218.54,F,53,Cash,218.54,8360.77
INV00591,C00076,P00409,2025-01-19,TKO,P00409,P00409,Electronics,1611.32,M,36,Cash,1611.32,1611.32
INV00592,C00023,"P00158,P00461,P00333,P00460",2025-03-15,CYB,P00158,P00158,Electronics,3576.45,M,39,Credit Card,3576.45,10376.98
INV00592,C00023,"P00158,P00461,P00333,P00460",2025-03-15,CYB,P00461,P00461,Electronics,5509.75,M,39,Credit Card,5509.75,10376.98
INV00592,C00023,"P00158,P00461,P00333,P00460",2025-03-15,CYB,P00333,P00333,Clothing,915.81,M,39,Credit Card,915.81,10376.98
INV00592,C00023,"P00158,P00461,P00333,P00460",2025-03-15,CYB,P00460,P00460,Clothing,374.97,M,39,Credit Card,374.97,10376.98
INV00593,C00574,"P00271,P00387,P00078",2024-08-15,CYB,P00271,P00271,Toys,108.14,F,36,Cash,108.14,876.21
INV00593,C00574,"P00271,P00387,P00078",2024-08-15,CYB,P00387,P00387,Books,197.4,F,36,Cash,197.4,876.21
INV00593,C00574,"P00271,P00387,P00078",2024-08-15,CYB,P00078,P00078,Clothing,570.67,F,36,Cash,570.67,876.21
INV00594,C00845,"P00380,P00017,P00112,P00144",2025-04-14,ST,P00380,P00380,Groceries,282.43,M,22,Cash,282.43,2417.86
INV00594,C00845,"P00380,P00017,P00112,P00144",2025-04-14,ST,P00017,P00017,Books,495.36,M,22,Cash,495.36,2417.86
INV00594,C00845,"P00380,P00017,P00112,P00144",2025-04-14,ST,P00112,P00112,Clothing,909.64,M,22,Cash,909.64,2417.86
INV00594,C00845,"P00380,P00017,P00112,P00144",2025-04-14,ST,P00144,P00144,Clothing,730.43,M,22,Cash,730.43,2417.86
INV00595,C00978,"P00169,P00091,P00124",2025-05-14,MK,P00169,P00169,Clothing,925.92,M,36,Cash,925.92,1349.76
INV00595,C00978,"P00169,P00091,P00124",2025-05-14,MK,P00091,P00091,Toys,146.78,M,36,Cash,146.78,1349.76
INV00595,C00978,"P00169,P00091,P00124",2025-05-14,MK,P00124,P00124,Clothing,277.06,M,36,Cash,277.06,1349.76
INV00596,C00623,"P00403,P00057,P00483,P00135,P00453",2025-06-20,CYB,P00403,P00403,Clothing,841.77,F,37,Credit Card,841.77,9009.58
INV00596,C00623,"P00403,P00057,P00483,P00135,P00453",2025-06-20,CYB,P00057,P00057,Electronics,4624.48,F,37,Credit Card,4624.48,9009.58
INV00596,C00623,"P00403,P00057,P00483,P00135,P00453",2025-06-20,CYB,P00483,P00483,Electronics,2906.37,F,37,Credit Card,2906.37,9009.58
INV00596,C00623,"P00403,P00057,P00483,P00135,P00453",2025-06-20,CYB,P00135,P00135,Books,382.28,F,37,Credit Card,382.28,9009.58
INV00596,C00623,"P00403,P00057,P00483,P00135,P00453",2025-06-20,CYB,P00453,P00453,Groceries,254.68,F,37,Credit Card,254.68,9009.58
INV00597,C00098,"P00271,P00387",2024-10-07,ST,P00271,P00271,Toys,108.14,F,47,Cash,108.14,305.54
INV00597,C00098,"P00271,P00387",2024-10-07,ST,P00387,P00387,Books,197.4,F,47,Cash,197.4,305.54
INV00598,C00087,"P00186,P00313,P00365",2024-08-08,TKO,P00186,P00186,Clothing,961.86,M,21,Cash,961.86,1602.3400000000001
INV00598,C00087,"P00186,P00313,P00365",2024-08-08,TKO,P00313,P00313,Books,265.06,M,21,Cash,265.06,1602.3400000000001
INV00598,C00087,"P00186,P00313,P00365",2024-08-08,TKO,P00365,P00365,Clothing,375.42,M,21,Cash,375.42,1602.3400000000001
INV00599,C00436,"P00313,P00054",2024-07-07,ST,P00313,P00313,Books,265.06,F,23,Credit Card,265.06,391.01
INV00599,C00436,"P00313,P00054",2024-07-07,ST,P00054,P00054,Toys,125.95,F,23,Credit Card,125.95,391.01
INV00600,C00192,"P00135,P00456",2025-01-18,MK,P00135,P00135,Books,382.28,F,51,Credit Card,382.28,3033.62
INV00600,C00192,"P00135,P00456",2025-01-18,MK,P00456,P00456,Electronics,2651.34,F,51,Credit Card,2651.34,3033.62
INV00601,C00380,"P00436,P00370",2024-07-25,TKO,P00436,P00436,Electronics,4851.46,F,38,Cash,4851.46,4998.29
INV00601,C00380,"P00436,P00370",2024-07-25,TKO,P00370,P00370,Toys,146.83,F,38,Cash,146.83,4998.29
INV00602,C01069,"P00219,P00493,P00533,P00114,P00117",2025-08-27,MK,P00219,P00219,Books,508.09,F,42,Credit Card,508.09,3471.97
INV00602,C01069,"P00219,P00493,P00533,P00114,P00117",2025-08-27,MK,P00493,P00493,Clothing,390.27,F,42,Credit Card,390.27,3471.97
INV00602,C01069,"P00219,P00493,P00533,P00114,P00117",2025-08-27,MK,P00533,P00533,Groceries,114.39,F,42,Credit Card,114.39,3471.97
INV00602,C01069,"P00219,P00493,P00533,P00114,P00117",2025-08-27,MK,P00114,P00114,Electronics,1951.58,F,42,Credit Card,1951.58,3471.97
INV00602,C01069,"P00219,P00493,P00533,P00114,P00117",2025-08-27,MK,P00117,P00117,Books,507.64,F,42,Credit Card,507.64,3471.97
INV00603,C01074,"P00327,P00457,P00345",2025-12-13,CYB,P00327,P00327,Toys,144.39,M,38,Cash,144.39,1214.19
INV00603,C01074,"P00327,P00457,P00345",2025-12-13,CYB,P00457,P00457,Clothing,812.17,M,38,Cash,812.17,1214.19
INV00603,C01074,"P00327,P00457,P00345",2025-12-13,CYB,P00345,P00345,Groceries,257.63,M,38,Cash,257.63,1214.19
INV00604,C00888,"P00266,P00128,P00021,P00515,P00006",2025-08-16,TKO,P00266,P00266,Clothing,255.87,M,28,Credit Card,255.87,3028.37
INV00604,C00888,"P00266,P00128,P00021,P00515,P00006",2025-08-16,TKO,P00128,P00128,Electronics,2133.93,M,28,Credit Card,2133.93,3028.37
INV00604,C00888,"P00266,P00128,P00021,P00515,P00006",2025-08-16,TKO,P00021,P00021,Groceries,260.15,M,28,Credit Card,260.15,3028.37
INV00604,C00888,"P00266,P00128,P00021,P00515,P00006",2025-08-16,TKO,P00515,P00515,Books,193.33,M,28,Credit Card,193.33,3028.37
INV00604,C00888,"P00266,P00128,P00021,P00515,P00006",2025-08-16,TKO,P00006,P00006,Clothing,185.09,M,28,Credit Card,185.09,3028.37
INV00605,C00232,"P00011,P00299,P00096,P00217,P00292",2025-08-30,ST,P00011,P00011,Books,107.2,F,34,Cash,107.2,4144.54
INV00605,C00232,"P00011,P00299,P00096,P00217,P00292",2025-08-30,ST,P00299,P00299,Books,546.23,F,34,Cash,546.23,4144.54
INV00605,C00232,"P00011,P00299,P00096,P00217,P00292",2025-08-30,ST,P00096,P00096,Books,389.2,F,34,Cash,389.2,4144.54
INV00605,C00232,"P00011,P00299,P00096,P00217,P00292",2025-08-30,ST,P00217,P00217,Groceries,60.05,F,34,Cash,60.05,4144.54
INV00605,C00232,"P00011,P00299,P00096,P00217,P00292",2025-08-30,ST,P00292,P00292,Electronics,3041.86,F,34,Cash,3041.86,4144.54
INV00606,C01067,"P00107,P00220",2025-01-27,TKO,P00107,P00107,Books,309.9,F,60,Cash,309.9,425.97999999999996
INV00606,C01067,"P00107,P00220",2025-01-27,TKO,P00220,P00220,Toys,116.08,F,60,Cash,116.08,425.97999999999996
INV00607,C01176,"P00327,P00220,P00119,P00386",2024-02-07,TKO,P00327,P00327,Toys,144.39,F,41,Credit Card,144.39,1236.16
INV00607,C01176,"P00327,P00220,P00119,P00386",2024-02-07,TKO,P00220,P00220,Toys,116.08,F,41,Credit Card,116.08,1236.16
INV00607,C01176,"P00327,P00220,P00119,P00386",2024-02-07,TKO,P00119,P00119,Clothing,866.53,F,41,Credit Card,866.53,1236.16
INV00607,C01176,"P00327,P00220,P00119,P00386",2024-02-07,TKO,P00386,P00386,Toys,109.16,F,41,Credit Card,109.16,1236.16
INV00608,C01168,P00347,2025-12-19,TKO,P00347,P00347,Books,319.07,M,45,Mobile Payment,319.07,319.07
INV00609,C00861,"P00056,P00238,P00210,P00126",2024-04-28,CYB,P00056,P00056,Toys,103.71,M,37,Mobile Payment,103.71,2415.54
INV00609,C00861,"P00056,P00238,P00210,P00126",2024-04-28,CYB,P00238,P00238,Books,486.5,M,37,Mobile Payment,486.5,2415.54
INV00609,C00861,"P00056,P00238,P00210,P00126",2024-04-28,CYB,P00210,P00210,Toys,105.95,M,37,Mobile Payment,105.95,2415.54
INV00609,C00861,"P00056,P00238,P00210,P00126",2024-04-28,CYB,P00126,P00126,Electronics,1719.38,M,37,Mobile Payment,1719.38,2415.54
INV00610,C00673,"P00363,P00382,P00091",2025-07-07,CYB,P00363,P00363,Books,473.64,M,47,Cash,473.64,2185.02
INV00610,C00673,"P00363,P00382,P00091",2025-07-07,CYB,P00382,P00382,Electronics,1564.6,M,47,Cash,1564.6,2185.02
INV00610,C00673,"P00363,P00382,P00091",2025-07-07,CYB,P00091,P00091,Toys,146.78,M,47,Cash,146.78,2185.02
INV00611,C00849,"P00468,P00260,P00228,P00016",2024-03-18,MK,P00468,P00468,Electronics,2358.98,M,40,Credit Card,2358.98,13480.08
INV00611,C00849,"P00468,P00260,P00228,P00016",2024-03-18,MK,P00260,P00260,Electronics,4535.28,M,40,Credit Card,4535.28,13480.08
INV00611,C00849,"P00468,P00260,P00228,P00016",2024-03-18,MK,P00228,P00228,Clothing,959.47,M,40,Credit Card,959.47,13480.08
INV00611,C00849,"P00468,P00260,P00228,P00016",2024-03-18,MK,P00016,P00016,Electronics,5626.35,M,40,Credit Card,5626.35,13480.08
INV00612,C00678,"P00453,P00295,P00532,P00142,P00016",2025-06-18,CYB,P00453,P00453,Groceries,254.68,M,56,Cash,254.68,12353.18
INV00612,C00678,"P00453,P00295,P00532,P00142,P00016",2025-06-18,CYB,P00295,P00295,Electronics,4643.41,M,56,Cash,4643.41,12353.18
